review_id,budget_k,source_index,source,candidate,meaning_preserved_0_or_1,facts_preserved_0_or_1,readable_0_or_1,reviewer_notes
127,16,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",0,0,1,"The source states Asus 'plans to update' the drivers, but the candidate says 'has a plan regarding' and 'will update them there' — this changes the modality from a plan to a definite future action, and adds the claim that the update will happen 'there' (at the location), which is not explicitly stated in the source. The source's final clause 'Asus's plan for the laptop's display drivers is something' is vague, but the candidate's 'that plan is what the drivers' situation is about' introduces a new relation ('situation') not present in the source."
128,2,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",0,0,1,"The source states 'Mario defined something' and 'Mario defined something at a location' and 'Mario defined something new' as separate propositions. The candidate combines them into a single claim that the defined thing was both at a location and new, but the source does not say the new thing was at the location. It also adds 'was the one who' which is not in the source, and the source has two instances of 'Something defines Mario' which are omitted entirely."
129,8,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",1,1,1,"All source propositions (Travis Scott, 2018, hollered, something, location) are preserved without additions or omissions. The phrasing is natural and grammatical."
130,2,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",0,0,1,"The source states Asus 'plans to update' the drivers, but the candidate says 'has a plan regarding' and 'will update them there' — this changes the modality from a plan to a definite future action, and adds the claim that the update will happen 'there' (at the location), which is not explicitly stated in the source. The source's final clause 'Asus's plan for the laptop's display drivers is something' is vague, but the candidate's 'that plan is what the drivers' situation is about' introduces a new relation ('situation') not present in the source."
131,8,20,Aylesbury's new deputy area commander is making himself approachable. Aylesbury's new deputy area commander made approachable. The deputy area commander made himself approachable. The new deputy area commander made himself approachable. The deputy area commander made himself approachable to one Aylesbury.,"Aylesbury has a new deputy area commander, and residents will find him an approachable figure, as he has made a point of being accessible to the public.",0,0,1,"Adds new proposition that residents will find him approachable and that he made a point of being accessible to the public, which is not in the source. Also changes 'made himself approachable' to 'made a point of being accessible' — a different claim."
132,2,12,Malala Yousafzai is brilliant in academics. Malala Yousafzai describes something. Brilliant Malala Yousafzai. Malala Yousafzai describes something in 2024. Someone describes Malala Yousafzai to a community.,"In 2024, Malala Yousafzai, who is academically brilliant, provided a description of something; moreover, a community was the recipient of someone else's description of Malala.",0,1,1,"Adds 'moreover' (new connective) and 'provided a description' (implies a specific act), but all original facts remain unchanged."
133,1,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"A nine-run lead was built by Council Bluffs Marshalltown, and this resulted in a win for the team against Council Bluffs; the victory was achieved, and Council Bluffs is considered very great.",0,1,1,"Adds 'this resulted in' and 'the victory was achieved' — introduces a causal relation and a new proposition (result) not in source. Also converts the imperative 'Give the team a win' into a declarative, changing the speech act."
134,1,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",1,1,1,"All source propositions (movie title, year, role cast) are preserved without additions or changes, and the sentence is natural and grammatical."
135,8,23,Asus's plan for the laptop's display drivers is something. Asus plans something at a location. Asus updates the laptop's display drivers at a location. Asus plans to update the display drivers. Asus's plan for the laptop's display drivers is something.,"At some location, Asus has a plan regarding the laptop's display drivers—it will update them there, and that plan is what the drivers' situation is about.",0,0,1,"The source states Asus 'plans to update' the drivers, but the candidate says 'has a plan regarding' and 'will update them there' — this changes the modality from a plan to a definite future action, and adds the claim that the update will happen 'there' (at the location), which is not explicitly stated in the source. The source's final clause 'Asus's plan for the laptop's display drivers is something' is vague, but the candidate's 'that plan is what the drivers' situation is about' introduces a new relation ('situation') not present in the source."
136,4,8,Keep the conversation serious. New England is vast in extent. Something left New England to something. Something left New England. Something left New England to a location.,"A serious tone must be maintained throughout this discussion. The sheer size of New England is a key fact. From this region, something made its way to another place. Additionally, something else departed New England. Furthermore, a third entity left New England, heading toward some destination.",1,1,1,"All source propositions are preserved: serious tone, New England's vastness, one departure to a location, one departure without destination, and one departure to a destination. No new facts or contradictions."
137,1,2,Marketers define something. Marketers define Apple. Marketers define the Apple brand as something. Define the Apple brand as a marketer. A marketer defines Apple as a brand.,"When it comes to defining a brand, marketers have a specific framework in mind. That framework, when applied to Apple, yields a particular definition. In other words, the Apple brand is defined by marketers according to their professional criteria.",0,0,1,"Adds new propositions ('specific framework', 'professional criteria') and changes the source's simple definitional statements into an interpretive explanation, altering the original meaning and introducing unsupported claims."
138,1,26,The nice lots define something now. Define the topic of the nice lots to Builder. Builder defines the topic of the nice lots. Define the nice lots. Builder defines the nice lots.,"Something is now defined by the nice lots, and that something is their topic. Builder is tasked with defining that topic. Additionally, the nice lots themselves are to be defined, which Builder also handles.",1,1,1,"All source propositions are preserved: the nice lots define something (their topic), Builder defines that topic, and Builder defines the nice lots. No new information is added, and the phrasing is natural and coherent."
139,4,3,Middletown Township Public Library appointed Kim Rinaldi as something. The library appointed Kim Rinaldi as a director. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown. The library appointed Kim Rinaldi as something.,"Kim Rinaldi is now the director of Middletown Township Public Library. The appointment was made by the library, though the Township of Middletown is also involved in the appointment process. The library is the appointing body for this role.",0,0,1,"The source states the library appointed Kim Rinaldi as director, but also redundantly says 'Appoint the library as the appointee of the appointment of Kim Rinaldi by the Township of Middletown' which implies the township made the appointment and the library is the appointee. The candidate simplifies this to say the library is the appointing body, which contradicts the source's odd phrasing that the township is the appointer. It also omits the redundant repetition but adds an interpretation not in the source."
140,4,10,Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal. Tell the jury the acquittal of the widow about the nightclub. Tell the jury the acquittal of the widow about the Pulse nightclub.,"What needs to be communicated to the jury is the acquittal, and this involves the widow and the Pulse nightclub. The directive is clear: tell them, and tell them again.",0,1,1,"Adds 'what needs to be communicated' and 'directive is clear' as new framing, and drops the explicit repetition of 'tell the jury' which is a key proposition."
141,2,29,"Travis Scott hollered in a location. In 2018, Travis Scott hollered. Travis Scott hollered something. In 2018, Travis Scott hollered something. A person hollered something.","In 2018, someone named Travis Scott shouted out some words from a particular place.",1,1,1,"All source propositions (Travis Scott, 2018, hollered, something, location) are preserved without additions or omissions. The phrasing is natural and grammatical."
142,4,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",1,1,1,"All source propositions (movie title, year, role cast) are preserved without additions or changes, and the sentence is natural and grammatical."
143,16,6,Was it a surprise to be given something? The assignment of the arts and culture position was a surprise to me. The assignment of the arts and culture position surprised me with something. The arts and culture position assignment surprised me. The arts and culture position assignment surprised me with an idea.,"That I was handed the arts and culture role came as a genuine shock. The notion that accompanied this appointment was equally unanticipated, leaving me momentarily at a loss for words.",0,1,1,"Adds new propositions: 'genuine shock' (stronger than surprise), 'leaving me momentarily at a loss for words' (not in source), and 'equally unanticipated' for the notion, which is not stated in the source."
144,4,18,A 2-to-2 ratio of something is defined as a concept. The concept of NASCAR is defined as something. The concept of NASCAR is defined as something at a time. Define a concept as something. The concept of NASCAR is defined as something.,"The definition of a 2-to-2 ratio is a concept. At a particular time, NASCAR is defined as a concept; moreover, NASCAR is defined as something. A separate definition states that a concept is something, and NASCAR is also something.",0,0,1,Adds 'at a particular time' as a separate clause and introduces 'a separate definition' which is not in the source; also changes the order and emphasis of propositions.
145,16,9,A person missed something. You missed the ICYMI abbreviation's definition. Define ICYMI. Define the abbreviation ICYMI. Define the ICYMI abbreviation now.,The definition of the abbreviation ICYMI is something you have failed to grasp; a person has missed it.,0,0,1,"The source explicitly asks to define ICYMI, but the candidate only states that the definition was missed, without providing the actual definition. It also reverses the roles: source says 'you missed the definition' and 'a person missed something', but candidate says 'the definition is something you have failed to grasp' — this adds a new proposition (that the definition is something graspable) and omits the required definition."
146,2,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"A nine-run lead was built by Council Bluffs Marshalltown, and this resulted in a win for the team against Council Bluffs; the victory was achieved, and Council Bluffs is considered very great.",0,1,1,"Adds 'this resulted in' and 'the victory was achieved' — introduces a causal relation and a new proposition (result) not in source. Also converts the imperative 'Give the team a win' into a declarative, changing the speech act."
147,2,28,"Echo was released in 2008. Someone cast something in Echo. Cast a role in the horror movie. A role was cast in ""Echo"" (2008). Cast a role in the horror movie ""Echo"".","A horror movie titled ""Echo,"" which came out in 2008, had a role in it that someone filled.",1,1,1,"All source propositions (movie title, year, role cast) are preserved without additions or changes, and the sentence is natural and grammatical."
148,8,24,Something defines Mario. Mario defined something. Mario defined something at a location. Something defines Mario. Mario defined something new.,"Mario was the one who defined something, and that something was defined by him at a particular place; additionally, the object of his definition was new.",0,0,1,"The source states 'Mario defined something' and 'Mario defined something at a location' and 'Mario defined something new' as separate propositions. The candidate combines them into a single claim that the defined thing was both at a location and new, but the source does not say the new thing was at the location. It also adds 'was the one who' which is not in the source, and the source has two instances of 'Something defines Mario' which are omitted entirely."
149,1,27,Someone gave DERA funding to a company. Give DERA funding to help reauthorize the program at the U.S. Environmental Protection Agency. Someone gave DERA funding to a company. DERA funding was given to a company recently. Someone gave DERA funding to a company.,"Funding for the company was provided by DERA, and the same source should be used to support reauthorization of the U.S. Environmental Protection Agency program. A recent transfer of DERA funds went to that company, and the program's renewal would benefit from a similar allocation.",0,0,1,"The source states 'Someone gave DERA funding to a company' (repeated) and 'DERA funding was given to a company recently.' The candidate adds a new proposition: 'the same source should be used to support reauthorization' — this is an unsupported recommendation not present in the source. Also, 'the program's renewal would benefit from a similar allocation' is a new claim. The source only states the fact of funding, not any recommendation or benefit."
150,4,25,Council Bluffs Marshalltown built a nine-run lead. Give the team a win against Council Bluffs. Give the team a win. A win was built against Council Bluffs. Council Bluffs is very great.,"The team's win against Council Bluffs came after building a nine-run advantage. Council Bluffs Marshalltown built that lead. Council Bluffs is very great, and the win was built.",0,1,1,"Reorders clauses but adds 'came after' implying a causal sequence not in source; also 'the win was built' is awkward but not a new fact. However, the source says 'Council Bluffs Marshalltown built a nine-run lead' and 'Give the team a win' — candidate changes the imperative to a statement, losing the command/request meaning."
